expert,post_rank,posted_at,post_url,local_file
Armand Farrokh,5,2026-06-09,https://www.linkedin.com/posts/armand-farrokh_theres-only-one-meeting-in-which-you-can-activity-7470142126417276928-RGxQ,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,6,2026-06-08,https://www.linkedin.com/posts/armand-farrokh_when-you-have-no-pipeline-in-sales-you-activity-7469800677146529792-WZdE,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,7,2026-06-02,https://www.linkedin.com/posts/armand-farrokh_video-prospecting-can-book-a-ton-of-meetings-activity-7467602181211197441-gstO,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,8,2026-06-01,https://www.linkedin.com/posts/armand-farrokh_we-made-a-huge-change-to-our-pricing-last-activity-7467243687857618945-Pifp,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,9,2026-05-29,https://www.linkedin.com/posts/armand-farrokh_live-whiteboarding-the-org-chart-has-completely-activity-7466183177544400896-9Ozr,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,10,2026-05-27,https://www.linkedin.com/posts/armand-farrokh_sales-life-hack-listening-to-my-teams-gong-activity-7465454378418855938-kPnQ,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,11,2026-05-26,https://www.linkedin.com/posts/armand-farrokh_sellers-its-a-4-day-work-week-if-you-activity-7465081760351932416-xEkN,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,12,2026-05-22,https://www.linkedin.com/posts/armand-farrokh_about-a-month-ago-i-switched-jobs-with-my-activity-7463597649020170242-xTey,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,13,2026-05-20,https://www.linkedin.com/posts/armand-farrokh_this-is-our-go-to-slide-we-use-to-start-multithreading-activity-7462867363017674753-Y6LZ,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,14,2026-05-14,https://www.linkedin.com/posts/armand-farrokh_yesterday-i-flopped-pretty-hard-on-a-customer-activity-7460718709926563840-kBtO,research/linkedin-posts/armand-farrokh/posts.csv
Armand Farrokh,15,2026-05-13,https://www.linkedin.com/posts/armand-farrokh_the-best-sdr-hiring-test-is-the-mock-cold-activity-7460330846978387968-CNwy,research/linkedin-posts/armand-farrokh/posts.csv
John Barrows,1,2026-06-26,https://www.linkedin.com/posts/johnbarrows_bebetter-aislop-activity-7476277069904003072-zAeZ,research/linkedin-posts/john-barrows/posts.csv
John Barrows,2,2026-06-25,https://www.linkedin.com/posts/johnbarrows_apollopartner-apolloanywhere-makeithappen-activity-7475918722575007747-0N_v,research/linkedin-posts/john-barrows/posts.csv
John Barrows,3,2026-06-24,https://www.linkedin.com/posts/johnbarrows_most-managers-and-parents-think-theyre-activity-7475603773999173632-yL9g,research/linkedin-posts/john-barrows/posts.csv
John Barrows,4,2026-06-23,https://www.linkedin.com/posts/johnbarrows_makeithappen-activity-7475176086696513536-AO39,research/linkedin-posts/john-barrows/posts.csv
John Barrows,5,2026-06-17,https://www.linkedin.com/posts/johnbarrows_life-imitates-art-far-more-than-art-imitates-activity-7473007091582984192-DjPQ,research/linkedin-posts/john-barrows/posts.csv
John Barrows,6,2026-06-16,https://www.linkedin.com/posts/johnbarrows_leaders-do-you-have-a-fear-based-culture-activity-7472631054193868801-YvU7,research/linkedin-posts/john-barrows/posts.csv
John Barrows,7,2026-06-15,https://www.linkedin.com/posts/johnbarrows_this-weeks-replace-or-rebuild-linkedin-activity-7472279008643117059-yAxB,research/linkedin-posts/john-barrows/posts.csv
John Barrows,8,2026-06-10,https://www.linkedin.com/posts/johnbarrows_makeithappen-sales-prospecting-activity-7470490922867392512-YcLJ,research/linkedin-posts/john-barrows/posts.csv
John Barrows,9,2026-06-05,https://www.linkedin.com/posts/johnbarrows_incoming-rant-i-recorded-this-2-weeks-ago-activity-7468699118647787520-CPbU,research/linkedin-posts/john-barrows/posts.csv
John Barrows,10,2026-06-05,https://www.linkedin.com/posts/johnbarrows_what-does-mentorship-mean-to-you-i-was-activity-7468633394038517760-jQmS,research/linkedin-posts/john-barrows/posts.csv
John Barrows,11,2026-06-03,https://www.linkedin.com/posts/johnbarrows_35-reduction-in-discounting-doesnt-seem-activity-7468008488825434112-Ph53,research/linkedin-posts/john-barrows/posts.csv
John Barrows,12,2026-06-02,https://www.linkedin.com/posts/johnbarrows_last-quarter-the-emea-sdr-team-at-perk-started-activity-7467559083819089920-JumZ,research/linkedin-posts/john-barrows/posts.csv
John Barrows,13,2026-06-01,https://www.linkedin.com/posts/johnbarrows_i-need-some-help-starting-the-week-off-with-activity-7467211533253574656--llM,research/linkedin-posts/john-barrows/posts.csv
John Barrows,14,2026-05-29,https://www.linkedin.com/posts/johnbarrows_whats-more-important-right-now-in-sales-activity-7466167902405316608-M9lY,research/linkedin-posts/john-barrows/posts.csv
John Barrows,15,2026-05-28,https://www.linkedin.com/posts/johnbarrows_makeithappen-activity-7465765578088042496-xq6k,research/linkedin-posts/john-barrows/posts.csv
Sam McKenna,1,2026-06-26,https://www.linkedin.com/posts/samsalesli_samsales-samsales-samsales-activity-7476288349184434176-rpgx,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,2,2026-06-25,https://www.linkedin.com/posts/samsalesli_samsales-activity-7475893665782009856-Csn_,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,3,2026-06-24,https://www.linkedin.com/posts/samsalesli_samsales-activity-7475640757425565696-w2el,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,4,2026-06-23,https://www.linkedin.com/posts/samsalesli_samsales-grammarlypartner-activity-7475209916199235585-XrPa,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,5,2026-06-18,https://www.linkedin.com/posts/samsalesli_samsales-samsales-activity-7473352808277184513-v4R0,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,6,2026-06-17,https://www.linkedin.com/posts/samsalesli_samsales-activity-7473057241894465536-WnYb,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,7,2026-06-16,https://www.linkedin.com/posts/samsalesli_samsales-lieb-activity-7472733454447656960-qif4,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,8,2026-06-15,https://www.linkedin.com/posts/samsalesli_samsales-activity-7472334363393720321-hIrt,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,9,2026-06-12,https://www.linkedin.com/posts/samsalesli_samsales-activity-7471206494529748993-WMW2,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,10,2026-06-11,https://www.linkedin.com/posts/samsalesli_samsales-activity-7470894373103304704-M-OU,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,11,2026-06-11,https://www.linkedin.com/posts/samsalesli_samsales-activity-7470804848091893760-u9_A,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,12,2026-06-10,https://www.linkedin.com/posts/samsalesli_samsales-samsales-activity-7470516046647599105-c-1L,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,13,2026-06-09,https://www.linkedin.com/posts/samsalesli_samsales-activity-7470165962462306307-iO63,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,14,2026-06-09,https://www.linkedin.com/posts/samsalesli_samsales-smykm-activity-7470098227053334528-y2Ci,research/linkedin-posts/sam-mckenna/posts.csv
Sam McKenna,15,2026-06-08,https://www.linkedin.com/posts/samsalesli_samsales-activity-7469787218874757120-4jNc,research/linkedin-posts/sam-mckenna/posts.csv
Morgan J Ingram,1,2026-06-24,https://www.linkedin.com/posts/morganjingramamp_i-talked-to-a-vp-at-one-of-the-largest-sales-activity-7475539643313090560-AlM6,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,2,2026-06-22,https://www.linkedin.com/posts/morganjingramamp_i-spent-9-weeks-straight-in-arizona-without-activity-7474814810707210240-Hr0A,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,3,2026-06-18,https://www.linkedin.com/posts/morganjingramamp_consensuspartner-activity-7473357547815559168-z8ZO,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,4,2026-06-17,https://www.linkedin.com/posts/morganjingramamp_i-am-seeing-multiple-companies-that-cut-their-activity-7473007325990174720-zbOG,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,5,2026-06-15,https://www.linkedin.com/posts/morganjingramamp_2018-2-million-impressions-per-month-on-activity-7472295525753602051-Kl1z,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,6,2026-06-10,https://www.linkedin.com/posts/morganjingramamp_my-take-is-that-the-way-were-chasing-ai-activity-7470448451105759232-L1x9,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,7,2026-06-09,https://www.linkedin.com/posts/morganjingramamp_this-one-claude-prompt-replaced-3-hours-of-activity-7470114548918841344-Rm-6,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,8,2026-06-08,https://www.linkedin.com/posts/morganjingramamp_after-a-decade-in-outbound-i-think-i-finally-activity-7469742943440916480-6ipi,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,9,2026-06-07,https://www.linkedin.com/posts/morganjingramamp_two-years-ago-i-looked-around-the-valley-activity-7469380328453943297-daxP,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,10,2026-06-03,https://www.linkedin.com/posts/morganjingramamp_i-believe-sdrae-teams-need-to-spend-less-activity-7467920464514809856-c-B8,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,11,2026-06-02,https://www.linkedin.com/posts/morganjingramamp_i-coached-an-ae-team-that-booked-5-c-suite-activity-7467568082769793024-_0OK,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,12,2026-06-01,https://www.linkedin.com/posts/morganjingramamp_i-was-running-a-race-at-full-speed-and-my-activity-7467223669342146560-So8_,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,13,2026-05-30,https://www.linkedin.com/posts/morganjingramamp_this-is-easily-one-of-my-greatest-pickleball-activity-7466472275425546240-VSPc,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,14,2026-05-29,https://www.linkedin.com/posts/morganjingramamp_i-feel-like-a-new-tool-gets-added-every-five-activity-7466141405036314624-t8cw,research/linkedin-posts/morgan-j-ingram/posts.csv
Morgan J Ingram,15,2026-05-28,https://www.linkedin.com/posts/morganjingramamp_outbound-is-starting-to-lose-its-humanity-activity-7465752709292503040-d_C-,research/linkedin-posts/morgan-j-ingram/posts.csv
Alex Berman,1,2026-06-26,https://www.linkedin.com/posts/alexanderberman_the-free-cash-flow-figure-you-walked-your-activity-7476116275623026688-MtCH,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,2,2026-06-25,https://www.linkedin.com/posts/alexanderberman_tether-pays-its-users-zero-percent-interest-activity-7475761313655488513-614K,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,3,2026-06-24,https://www.linkedin.com/posts/alexanderberman_meta-is-launching-a-prediction-markets-app-activity-7475396149835886592-Ls-U,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,4,2026-06-23,https://www.linkedin.com/posts/alexanderberman_if-you-run-a-business-with-one-cash-machine-activity-7475181121090125826-jKP8,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,5,2026-06-22,https://www.linkedin.com/posts/alexanderberman_ubers-engineers-burned-a-full-year-of-ai-activity-7474675986278686720-QWp-,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,6,2026-06-21,https://www.linkedin.com/posts/alexanderberman_a-client-came-to-me-with-what-should-have-activity-7474472455755968512-Hq3k,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,7,2026-06-18,https://www.linkedin.com/posts/alexanderberman_i-gained-1240-linkedin-followers-in-2-weeks-activity-7473370738951905282-I6he,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,8,2026-06-17,https://www.linkedin.com/posts/alexanderberman_my-accountant-asked-me-to-categorize-some-activity-7473001463040983041-M6sJ,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,9,2026-06-16,https://www.linkedin.com/posts/alexanderberman_i-made-100-cold-calls-to-prove-its-not-luck-activity-7472666444854525952-cV7O,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,10,2026-06-15,https://www.linkedin.com/posts/alexanderberman_weve-booked-over-500000-meetings-across-activity-7472265350219411457-hSLi,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,11,2026-06-14,https://www.linkedin.com/posts/alexanderberman_cold-email-is-not-about-subject-lines-activity-7471916873882730499-lnO4,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,12,2026-06-13,https://www.linkedin.com/posts/alexanderberman_stop-playing-with-clay-and-start-sending-activity-7471565799623733249-kWgG,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,13,2026-06-12,https://www.linkedin.com/posts/alexanderberman_someone-has-to-say-this-right-now-there-activity-7471208362664411136-o1ZQ,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,14,2026-06-11,https://www.linkedin.com/posts/alexanderberman_most-people-say-cold-email-is-dead-that-activity-7470847230057365505-shPD,research/linkedin-posts/alex-berman/posts.csv
Alex Berman,15,2026-06-10,https://www.linkedin.com/posts/alexanderberman_when-i-get-a-cold-email-my-first-thought-activity-7470466799864729601-E2Vx,research/linkedin-posts/alex-berman/posts.csv
Collin Stewart,1,2026-06-25,https://www.linkedin.com/posts/collinstewart_ai-customeronboarding-saas-activity-7475973783112089600-JOU_,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,2,2026-06-24,https://www.linkedin.com/posts/collinstewart_outboundemails-startup-coldemail-activity-7475540767323668480-4p_4,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,3,2026-06-23,https://www.linkedin.com/posts/collinstewart_teachtosell-salesadvice-activity-7475185897689235456-cDNv,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,4,2026-06-22,https://www.linkedin.com/posts/collinstewart_early-revenue-can-make-you-feel-like-a-genius-activity-7474827303559278592-IqOY,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,5,2026-06-19,https://www.linkedin.com/posts/collinstewart_predictablerevenuepodcast-activity-7473837915622719488-KWTc,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,6,2026-06-17,https://www.linkedin.com/posts/collinstewart_customeracquisition-activity-7473049590808674304-4Lkq,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,7,2026-06-17,https://www.linkedin.com/posts/collinstewart_a-relationship-first-campaign-feels-slow-activity-7472830247382642688-ANnS,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,8,2026-06-15,https://www.linkedin.com/posts/collinstewart_the-first-10-customers-should-teach-you-more-activity-7472335744951480321-Q1k9,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,9,2026-06-12,https://www.linkedin.com/posts/collinstewart_sales-activity-7471222115430522880-rvz2,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,10,2026-06-11,https://www.linkedin.com/posts/collinstewart_had-the-chance-to-discuss-with-dan-rochon-activity-7470895147594076160-9UGm,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,11,2026-06-09,https://www.linkedin.com/posts/collinstewart_im-a-huge-clay-fan-it-might-be-the-most-activity-7470190773867560961-jfh6,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,12,2026-06-08,https://www.linkedin.com/posts/collinstewart_video-games-might-become-better-talent-assessments-activity-7469888325491978241-yOwx,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,13,2026-06-05,https://www.linkedin.com/posts/collinstewart_cold-email-is-not-dead-but-generic-timing-activity-7468711069595848704-mbZI,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,14,2026-06-04,https://www.linkedin.com/posts/collinstewart_ai-chatgpt-claude-activity-7468358017940475904-wzFS,research/linkedin-posts/collin-stewart/posts.csv
Collin Stewart,15,2026-06-03,https://www.linkedin.com/posts/collinstewart_the-most-dangerous-feedback-a-founder-can-activity-7467936503407747072-pSUG,research/linkedin-posts/collin-stewart/posts.csv
Kyle Vamvouris,1,2026-06-25,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-the-6-part-diagnostic-activity-7476044678824472576-2tkH,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,2,2026-06-18,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-how-to-turn-activity-7473496976517562368-AZYu,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,3,2026-06-15,https://www.linkedin.com/posts/kylevamvouris_after-spending-2-years-building-ai-agents-activity-7472332118589612032-KcBL,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,4,2026-06-11,https://www.linkedin.com/posts/kylevamvouris_it-takes-a-lot-for-ai-to-be-useful-for-companies-activity-7470882576577175552-Xp7h,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,5,2026-06-10,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-how-to-centralize-activity-7470609026771505153-_zhl,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,6,2026-06-08,https://www.linkedin.com/posts/kylevamvouris_reps-listen-to-coaching-more-when-the-data-activity-7469795429388517376-PMI2,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,7,2026-06-04,https://www.linkedin.com/posts/kylevamvouris_most-sales-coaching-is-based-on-what-the-activity-7468391129957384193-Kg51,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,8,2026-05-28,https://www.linkedin.com/posts/kylevamvouris_sometimes-ai-outputs-are-amazing-and-other-activity-7465854440965578753-N7t1,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,9,2026-05-22,https://www.linkedin.com/posts/kylevamvouris_improving-my-ai-agent-activity-7463619149521637376-j4-a,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,10,2026-05-22,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-the-simple-framework-activity-7463378418613686272-NfJg,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,11,2026-05-19,https://www.linkedin.com/posts/kylevamvouris_ive-gotten-3476725-views-on-instagram-activity-7462558890874990592-T4jv,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,12,2026-05-15,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-build-an-ai-agent-activity-7460970752520089600-OapJ,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,13,2026-05-11,https://www.linkedin.com/posts/kylevamvouris_quick-question-for-saas-founders-when-was-activity-7459618521954631680-s-j5,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,14,2026-05-08,https://www.linkedin.com/posts/kylevamvouris_building-an-ai-agent-activity-7458575301204185088-aiCO,research/linkedin-posts/kyle-vamvouris/posts.csv
Kyle Vamvouris,15,2026-05-02,https://www.linkedin.com/posts/kylevamvouris_heres-what-youll-learn-the-two-way-activity-7456473096800313344-6B4K,research/linkedin-posts/kyle-vamvouris/posts.csv
Richard Harris,1,2026-06-15,https://www.linkedin.com/posts/rharris415_the-sales-lies-we-tell-ourselves-part-3-activity-7472271799649648642-oeLU,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,2,2026-06-15,https://www.linkedin.com/posts/rharris415_poor-crm-management-up-date-this-isnt-activity-7472211305446187008-k6Ur,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,3,2026-06-11,https://www.linkedin.com/posts/rharris415_the-sales-lies-we-tell-ourselves-part-2-activity-7470822221721149440-3SMD,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,4,2026-06-10,https://www.linkedin.com/posts/rharris415_laundris-saas-surfandsales-activity-7470468028619468801-1qUY,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,5,2026-06-09,https://www.linkedin.com/posts/rharris415_the-sales-lies-we-tell-ourselves-part-1-activity-7470097372149301249-3uS1,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,6,2026-06-01,https://www.linkedin.com/posts/rharris415_vibe-coding-is-the-new-pandemic-of-thats-activity-7467266042059395072-Ss6V,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,7,2026-05-29,https://www.linkedin.com/posts/rharris415_current-build-vs-buy-conundrums-1-build-activity-7466265874723737600-0oYE,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,8,2026-05-29,https://www.linkedin.com/posts/rharris415_the-surf-sales-summit-activity-7466128666679316481-jF9r,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,9,2026-05-27,https://www.linkedin.com/posts/rharris415_stop-asking-about-timeline-in-your-sales-activity-7465499571184476160-jP-p,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,10,2026-05-26,https://www.linkedin.com/posts/rharris415_there-is-one-thing-all-sales-leaders-love-activity-7465144832852668417-ro4p,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,11,2026-05-25,https://www.linkedin.com/posts/rharris415_stop-asking-for-decision-makers-in-sales-activity-7464676661934993408-bhXI,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,12,2026-05-25,https://www.linkedin.com/posts/rharris415_the-difference-in-sales-in-leadership-may-activity-7464669124133171200-NAQj,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,13,2026-05-22,https://www.linkedin.com/posts/rharris415_what-if-i-told-you-to-stop-hiring-sales-people-activity-7463651323310317569-rkZH,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,14,2026-05-21,https://www.linkedin.com/posts/rharris415_dumbest-things-i-have-seen-sales-leaders-activity-7463292416540848128-NsNo,research/linkedin-posts/richard-harris/posts.csv
Richard Harris,15,2026-05-19,https://www.linkedin.com/posts/rharris415_just-walked-onto-a-sales-floor-and-the-top-activity-7462493684198957056-9mbG,research/linkedin-posts/richard-harris/posts.csv
Marcus Chan,1,2026-06-26,https://www.linkedin.com/posts/marcuschanmba_the-real-culprit-their-own-system-activity-7476242956971327490-XVkf,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,2,2026-06-26,https://www.linkedin.com/posts/marcuschanmba_your-sdr-is-trained-to-fail-300-dials-a-activity-7476091930611843072-IPKD,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,3,2026-06-25,https://www.linkedin.com/posts/marcuschanmba_every-bad-sales-hire-costs-you-240k-activity-7476016381340045312-FoyB,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,4,2026-06-25,https://www.linkedin.com/posts/marcuschanmba_8-ways-leaders-kill-outbound-before-it-starts-activity-7475880571014107136-2GZr,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,5,2026-06-25,https://www.linkedin.com/posts/marcuschanmba_nothing-fails-like-success-nigel-green-said-activity-7475729486093881344-yL2l,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,6,2026-06-24,https://www.linkedin.com/posts/marcuschanmba_pick-any-deal-in-your-aes-pipeline-ask-activity-7475653998323367936-Lzzz,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,7,2026-06-24,https://www.linkedin.com/posts/marcuschanmba_your-champion-cant-defend-this-deal-to-activity-7475518145240256512-X8aW,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,8,2026-06-24,https://www.linkedin.com/posts/marcuschanmba_it-costs-us-a-lot-every-rep-hears-this-activity-7475367123226210304-zBs4,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,9,2026-06-23,https://www.linkedin.com/posts/marcuschanmba_5-mistakes-are-killing-73-of-your-discovery-activity-7475284114900733952-c2fG,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,10,2026-06-23,https://www.linkedin.com/posts/marcuschanmba_your-rep-just-had-their-first-call-in-2-months-activity-7475155740404408320-g6lq,research/linkedin-posts/marcus-chan/posts.csv
Marcus Chan,11,2026-06-23,https://www.linkedin.com/posts/marcuschanmba_challenger-sale-is-killing-your-team-the-activity-7475004708219297792-Z6IY,research/linkedin-posts/marcus-chan/posts.csv
